1. Clave de identificación ,2. Nombre de la planta de tratamiento,3. País,4. Lugar,4a. Cuencas HydroSHEDS L3,5. Clave de identificación nacional de la planta de tratamiento,6. Clave HydroWASTE,7. Año de inicio de operaciones de la planta,8. Operador PTAR,8a. Tipo de operador,"9. Tamaño
[Campo Calculado]",10. Latitude,11. Longitude,12. Latitude de la descarga,13. Longitude de la descarga ,14.Capacidad de tratamiento en litros por segundo (L/s),14a.Capacidad de tratamiento máximo (L/s),15. Caudal de operación promedio (L/s),16. Año de caudal de operación promedio,"Capacidad diseño para clasificación (L/s)
[Campo calculado]","Caudal de operación promedio para análisis (L/s)
[Campo calculado]",17a. Categorías del Proceso de tratamiento  ,17b. Subcategorías del Proceso de tratamiento  ,"Campo de clasificación de procesos de tratamiento
(RML)",18. Detalles del proceso de tratamiento ,19. Estado,20. Destino del agua residual,20a. Categoría de destino,21. Se aprovecha el biogás?,22. Disposición de lodos o fangos resultado del tratamiento,23. Volumen de lodos o fangos (L/s),24. Volumen reutilizado,25. Destino o tipo de uso,27 Notas,28. Fuente de la información,29. Año de información ,30. Fecha de ingreso ,"Observaciones al registro: 
""<Tipo><Fecha> <Iniciales> <Comentario>"":
[INFO] 230725 JM Comentario",Indicador geoposición,Indicador gasto,tipo_regimen,Estado,Municipio
MEX-0576,Caucel (Gran Santa Fé),México,"Mérida, Yucatán",753 Golfo de México y vertiente Atlántico de América C.,3830,ND,2013,Organismos Estatal (Japay),,01 Microplanta o sin dato,21.0259361,-89.68892778,ND,ND,25.0,25.0,25,2022,25.0,25.0,08 Tanque Imhoff,08 Tanque Imhoff,,Tanque Imhoff - Tanque Imhoff + biodiscos,01 En operación,1. Suelo cárstico,03 Terreno,ND,ND,ND,ND,1. Suelo cárstico,Destino del efluente: Acuífero Península de Yucatán.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Yucatan,Mérida
MEX-0520,Jocotitlán,México,"Jocotitlán, México",771 Cuencas Vertiente Pacífico de México y América Central,3266,ND,ND,Repetida???,,01 Microplanta o sin dato,19.700064,-99.793145,ND,ND,30.0,30.0,24.8,2022,30.0,24.8,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,Destino del efluente: Canal de Riego agrícola/ Barranca sin nombre.,ANEAS(2022),2022,20230417,,Sí,Sí,,Mexico,Jocotitlán
MEX-0584,Valparaíso,México,"Valparaíso, Zacatecas",771 Cuencas Vertiente Pacífico de México y América Central,2452,ND,2006,Organismo Operador,,01 Microplanta o sin dato,22.742926,-103.574592,ND,ND,24.0,24.0,24.49,2022,24.0,24.49,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,5. Ríos,01 Río o corriente,No,ND,ND,ND,5. Ríos,Destino del efluente: Río Valparaíso.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Zacatecas,Valparaíso
MEX-0460,Las Maravillas,México,"Tijuana, Baja California",774 Cuencas de California y Baja California,4489,ND,2018,Organismo Operador,,01 Microplanta o sin dato,32.44361111,-117.0738889,ND,ND,40.0,40.0,24.3,2022,40.0,24.3,01 Lodos activados,01 Lodos activados,,Lodos Activados - Convencional,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,Destino del efluente: Arroyo sin nombre..,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Baja California,Tijuana
MEX-0569,Cerralvo,México,"Cerralvo, Nuevo León",752 Río Bravo y cuencas centrales del norte de México,552,ND,1984,Organismo Operador (Sadm),,01 Microplanta o sin dato,26.12025,-99.58833333,ND,ND,25.0,25.0,24.13424658,2022,25.0,24.13424658,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,"6. Suelo, infiltración",03 Terreno,No,,,ND,"6. Suelo, infiltración",Destino del efluente: Riego agrícola.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Nuevo Leon,Cerralvo
MEX-0440,Cabecera Municipal de Temascalcingo,México,"Temascalcingo, México",771 Cuencas Vertiente Pacífico de México y América Central,4213,ND,ND,ND,,01 Microplanta o sin dato,19.928213,-100.017434,ND,ND,44.0,44.0,24,2022,44.0,24.0,06 Reactor anaerobio de flujo ascendente (RAFA),06.8 Reactor anaerobio de flujo ascendente (RAFA) y biofiltro,,RAFA - RAFA + biofiltro,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,Destino del efluente: Río Lerma.,ANEAS(2022),2022,20230417,,Sí,Sí,,Mexico,Temascalcingo
MEX-0475,Los Patos,México,"Manzanillo, Colima",771 Cuencas Vertiente Pacífico de México y América Central,4918,ND,ND,ND,,01 Microplanta o sin dato,19.16582,-104.34895,ND,ND,37.0,37.0,24,2022,37.0,24.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,Destino del efluente: Arroyo Compuertas / Suelo Acuifero Santiago-Salahua.,ANEAS(2022),2022,20230417,,Sí,Sí,,Colima,Manzanillo
MEX-0488,Choix Norte,México,"Choix, Sinaloa",ND,3868,ND,ND,ND,,01 Microplanta o sin dato,ND,ND,ND,ND,34.0,34.0,24,2022,34.0,24.0,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,5. Ríos,01 Río o corriente,No,,,ND,5. Ríos,Destino del efluente: Rio Choix (100% agua tratada con reúso indirecto ambiental).,ANEAS(2022),2022,20230417,,No,Sí,,Sinaloa,Choix
MEX-0552,Arcelia,México,"Arcelia, Guerrero",771 Cuencas Vertiente Pacífico de México y América Central,3253,ND,2010,Organismo Operador,,01 Microplanta o sin dato,18.33232778,-100.30365,ND,ND,27.5,27.5,24,2022,27.5,24.0,04 Biofiltros,04 Biofiltros,,Biofiltros - ,01 En operación,5. Ríos,01 Río o corriente,No,ND,ND,ND,5. Ríos,Destino del efluente: Río Grande (Arcelia).,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Guerrero,Arcelia
MEX-0582,La Huerta,México,"CENTRO, Tabasco",753 Golfo de México y vertiente Atlántico de América C.,5327,ND,ND,ND,,01 Microplanta o sin dato,18.078,-92.87525,ND,ND,24.0,24.0,24,2022,24.0,24.0,06 Reactor anaerobio de flujo ascendente (RAFA),06.1 Reactor anaerobio de flujo ascendente (RAFA) y humedal,,RAFA - RAFA + Humedal,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,¿funciona???. Destino del efluente: ARROYO CHIFLON.,ANEAS(2022),2022,20230417,,Sí,Sí,,Tabasco,CENTRO
MEX-0583,San Simon Atzitzintla,México,"San Simon Atzitzintla, Puebla",771 Cuencas Vertiente Pacífico de México y América Central,3368,44378,ND,ND,,01 Microplanta o sin dato,19.2673645,-98.4652895,ND,ND,24.0,24.0,24,2022,24.0,24.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,Destino del efluente: Río Cotzala.,ANEAS(2022),2022,20230417,"[INFO] 231101 JM Clave HydroWASTE, geoposición y lugar corregidos (estaba al E. de Chiautla).",Sí,Sí,,Puebla,San Simon Atzitzintla
MEX-0353,San Pedro Atocpan,México,"Milpa Alta, Ciudad De México",753 Golfo de México y vertiente Atlántico de América C.,1031,43205,1997,Organismo Operador (Sacmex),,02 Mediana,19.20163722,-99.04941083,ND,ND,60.0,60.0,23.56,2022,60.0,23.56,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,"6. Suelo, infiltración",03 Terreno,ND,ND,ND,ND,"6. Suelo, infiltración",Destino del efluente: Riego agrícola y llenado de canales.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Ciudad De Mexico,Milpa Alta
MEX-0519,Santa Rosa Jáuregui,México,"Querétaro, Querétaro",771 Cuencas Vertiente Pacífico de México y América Central,1604,43467,2003,Organismo Operador Cea Qro,,01 Microplanta o sin dato,20.7344,-100.4511667,ND,ND,30.0,30.0,23.5,2022,30.0,23.5,01 Lodos activados,01.a Lodos activados aireación extendida,,Lodos Activados - aireación extendida,01 En operación,4. Embalses,02 Cuerpo de agua,No,Campos Agrícolas,ND,ND,4. Embalses,Adecuaciones: rehabilitada en 2009. Destino del efluente: Presa Dolores (Parque Bicentenario).,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Queretaro,Querétaro
MEX-0518,Higuera de Zaragoza,México,"Ahome, Sinaloa",771 Cuencas Vertiente Pacífico de México y América Central,3665,ND,ND,ND,,01 Microplanta o sin dato,25.97721944,-109.3321194,ND,ND,30.0,30.0,23.1,2022,30.0,23.1,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,"6. Suelo, infiltración",03 Terreno,No,,,ND,"6. Suelo, infiltración",Destino del efluente: Dren Ballena (100% agua tratada con reúso indirecto ambiental).,ANEAS(2022),2022,20230417,,Sí,Sí,,Sinaloa,Ahome
MEX-0339,Fraccionamiento Puente Moreno,México,"Medellín, Veracruz De Ignacio De La Llave",753 Golfo de México y vertiente Atlántico de América C.,2052,ND,ND,ND,,02 Mediana,19.10838056,-96.15686111,ND,ND,68.0,68.0,23,2022,68.0,23.0,01 Lodos activados,01.a Lodos activados aireación extendida,,Lodos Activados - Aireación Extendida,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,Destino del efluente: Arroyo Moreno.,ANEAS(2022),2022,20230417,,Sí,Sí,,Veracruz De Ignacio De La Llave,Medellín
MEX-0445,Nacozari de Garcia,México,"Nacozari de Garcia, Sonora",771 Cuencas Vertiente Pacífico de México y América Central,2967,ND,ND,ND,,01 Microplanta o sin dato,30.356485,-109.684372,ND,ND,41.24,41.24,22.8813787,2022,41.24,22.8813787,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,5. Ríos,01 Río o corriente,No,,,ND,5. Ríos,Destino del efluente: Arroyo Cumpas.,ANEAS(2022),2022,20230417,,Sí,Sí,,Sonora,Nacozari de Garcia
MEX-0351,Anapra,México,"Juárez, Chihuahua",752 Río Bravo y cuencas centrales del norte de México,3047,ND,ND,ND,,02 Mediana,31.782805,-106.574348,ND,ND,62.0,62.0,22.5,2022,62.0,22.5,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,8. Reúso,05 Reúso directo,ND,ND,ND,ND,8. Reúso,Destino del efluente: DISTRIBUCION POR PIPA .,ANEAS(2022),2022,20230417,,Sí,Sí,,Chihuahua,Juárez
MEX-0517,El Oro,México,"El Oro, México",771 Cuencas Vertiente Pacífico de México y América Central,3954,ND,ND,ND,,01 Microplanta o sin dato,19.809549,-100.11834,ND,ND,30.0,30.0,22.5,2022,30.0,22.5,02 Lagunas,02 Lagunas,,Lagunas - ,01 En operación,4. Embalses,02 Cuerpo de agua,No,,,ND,4. Embalses,Destino del efluente: Presa El Mortero.,ANEAS(2022),2022,20230417,,Sí,Sí,,Mexico,El Oro
MEX-0545,PTAR Tepetitla,México,"Tepetitla de Lardizábal, Tlaxcala",771 Cuencas Vertiente Pacífico de México y América Central,4433,ND,ND,Municipio,,01 Microplanta o sin dato,19.252658,-98.361019,ND,ND,29.0,29.0,22.5,2022,29.0,22.5,06 Reactor anaerobio de flujo ascendente (RAFA),06.1 Reactor anaerobio de flujo ascendente (RAFA) y humedal,,RAFA - Más humedal,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,Destino del efluente: Río Atoyac.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Tlaxcala,Tepetitla de Lardizábal
MEX-0477,Canatlán y la Sauceda,México,"Canatlán, Durango",771 Cuencas Vertiente Pacífico de México y América Central,241,ND,ND,ND,,01 Microplanta o sin dato,24.53905556,-104.7401111,ND,ND,36.74,36.74,22.47,2022,36.74,22.47,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,5. Ríos,01 Río o corriente,No,,,ND,5. Ríos,Destino del efluente: Arroyo Mimbres y riego agrícola.,ANEAS(2022),2022,20230417,,Sí,Sí,,Durango,Canatlán
MEX-0177,Presa El Cedazo,México,"Aguascalientes, Aguascalientes",771 Cuencas Vertiente Pacífico de México y América Central,18,ND,2007,ND,,03 Grande,21.86478,-102.259208,21.86473,-102.259,160.0,160.0,22.46,2022,160.0,22.46,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,4. Embalses,02 Cuerpo de agua,ND,ND,ND,ND,4. Embalses,Destino del efluente: Presa el Cedazo.,ANEAS(2022),2022,20230417,,Sí,Sí,,Aguascalientes,Aguascalientes
MEX-0643,Miguel Alemán,México,"Mérida, Yucatán",753 Golfo de México y vertiente Atlántico de América C.,2505,ND,2008,Organismos Estatal (Japay),,01 Microplanta o sin dato,20.9922694,-89.60234167,ND,ND,20.0,20.0,22.06,2022,20.0,22.06,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,1. Suelo cárstico,03 Terreno,No,ND,ND,ND,1. Suelo cárstico,Adecuaciones: Ninguna. Destino del efluente: Acuífero Península de Yucatán.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Yucatan,Mérida
MEX-0395,Chignahuapan,México,"Chignahuapan, Puebla",753 Golfo de México y vertiente Atlántico de América C.,4137,ND,ND,ND,,02 Mediana,19.860091,-98.031031,ND,ND,50.0,50.0,22,2022,50.0,22.0,04 Biofiltros,04 Biofiltros,,Biofiltros - ,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,Destino del efluente: Rio San Pedro.,ANEAS(2022),2022,20230417,,Sí,Sí,NA ,Puebla,Chignahuapan
MEX-0472,Tarandacuao.,México,"Tarandacuao, Guanajuato",771 Cuencas Vertiente Pacífico de México y América Central,4112,44846,ND,ND,,01 Microplanta o sin dato,20.00462,-100.513189,ND,ND,38.0,38.0,22,2022,38.0,22.0,06 Reactor anaerobio de flujo ascendente (RAFA),06.8 Reactor anaerobio de flujo ascendente (RAFA) y biofiltro,,RAFA - Más filtro biológico,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,Destino del efluente: Arroyo San Andres.,ANEAS(2022),2022,20230417,,Sí,Sí,NA ,Guanajuato,Tarandacuao
MEX-0497,Francisco I. Madero I,México,"Tepic, Nayarit",ND,540,ND,ND,ND,,01 Microplanta o sin dato,ND,ND,ND,ND,32.0,32.0,22,2022,32.0,22.0,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,5. Ríos,01 Río o corriente,No,,,ND,5. Ríos,Destino del efluente: Arroyo.,ANEAS(2022),2022,20230417,,No,Sí,NA ,Nayarit,Tepic
MEX-0592,Sur,México,"Madera, Chihuahua",771 Cuencas Vertiente Pacífico de México y América Central,1115,ND,ND,ND,,01 Microplanta o sin dato,29.19991,-108.129451,ND,ND,22.0,22.0,22,2022,22.0,22.0,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,5. Ríos,01 Río o corriente,No,,,ND,5. Ríos,Destino del efluente: RIO YAQUI .,ANEAS(2022),2022,20230417,,Sí,Sí,NA ,Chihuahua,Madera
MEX-0593,Club de Golf Bosques,México,"Huixquilucan, México",753 Golfo de México y vertiente Atlántico de América C.,3315,ND,ND,Organismo Operador,,01 Microplanta o sin dato,19.379982,-99.284299,ND,ND,22.0,22.0,22,2022,22.0,22.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,"2. Suelo, riego áreas verdes",03 Terreno,ND,ND,ND,ND,"2. Suelo, riego áreas verdes",¿Naucalpan o Huixquilucan?. Destino del efluente: ÁREAS VERDES .,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Mexico,Huixquilucan
MEX-0642,Quiroga,México,"Quiroga, Michoacán De Ocampo",771 Cuencas Vertiente Pacífico de México y América Central,460,42925,1989,Organismo Operador,,01 Microplanta o sin dato,19.656734,-101.524898,ND,ND,20.0,20.0,22,2022,20.0,22.0,06 Reactor anaerobio de flujo ascendente (RAFA),06 Reactor anaerobio de flujo ascendente (RAFA),,RAFA - ,01 En operación,"6. Suelo, infiltración",03 Terreno,No,Relleno Sanitario,ND,ND,"6. Suelo, infiltración",Destino del efluente: Riego agrícola.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Michoacan De Ocampo,Quiroga
MEX-0672,Cadereyta,México,"Cadereyta de Montes, Querétaro",753 Golfo de México y vertiente Atlántico de América C.,2603,ND,2007,Organismo Operador Cea Qro,,01 Microplanta o sin dato,20.71261667,-99.8071,ND,ND,16.0,16.0,22,2022,16.0,22.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - Convencional,01 En operación,"6. Suelo, infiltración",03 Terreno,No,Relleno Sanitario Y Campo Agricola,ND,ND,"6. Suelo, infiltración",Destino del efluente: Canal de riego inominado.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Queretaro,Cadereyta de Montes
MEX-0641,Amealco de Bonfil,México,"Amealco de Bonfil, Querétaro",753 Golfo de México y vertiente Atlántico de América C.,2725,ND,2009,Organismo Operador Cea Qro,,01 Microplanta o sin dato,20.21311667,-100.15235,ND,ND,20.0,20.0,21.42,2022,20.0,21.42,01 Lodos activados,01 Lodos activados,,Lodos Activados - RAFA + lodos activados,01 En operación,"6. Suelo, infiltración",03 Terreno,No,Relleno Municipal,ND,ND,"6. Suelo, infiltración",Destino del efluente: Suelo riego agrícola.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Queretaro,Amealco de Bonfil
MEX-0689,Unidad habitacional San Román,México,"Córdoba, Veracruz De Ignacio De La Llave",ND,909,ND,ND,ND,,01 Microplanta o sin dato,ND,ND,ND,ND,13.36,13.36,21.41,2022,13.36,21.41,08 Tanque Imhoff,08 Tanque Imhoff,,Tanque Imhoff - ,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,Destino del efluente: Arroyo San Román.,ANEAS(2022),2022,20230417,,No,Sí,,Veracruz De Ignacio De La Llave,Córdoba
MEX-0394,Ciudad del Sol (Fraccionamiento),México,"Querétaro, Querétaro",771 Cuencas Vertiente Pacífico de México y América Central,S/N,ND,2017,Organismo Operador Cea Qro,,02 Mediana,20.635757,-100.492901,ND,ND,50.0,50.0,21.4,2022,50.0,21.4,01 Lodos activados,01 Lodos activados,,Lodos Activados - Sedimentación tipo dinámica,01 En operación,No se sabe,ND,No,Campos Agrícolas,ND,ND,No se sabe,Destino del efluente: Indirecto urbano ambiental.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Queretaro,Querétaro
MEX-0483,Apaseo el Grande,México,"Apaseo El Grande, Guanajuato",771 Cuencas Vertiente Pacífico de México y América Central,2186,ND,ND,ND,,01 Microplanta o sin dato,20.55769722,-100.7020028,ND,ND,35.0,35.0,21,2022,35.0,21.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,Destino del efluente: Rio Laja.,ANEAS(2022),2022,20230417,,Sí,Sí,,Guanajuato,Apaseo El Grande
MEX-0495,Santa María Rayón,México,"Rayón, México",ND,437,ND,ND,ND,,01 Microplanta o sin dato,ND,ND,ND,ND,32.0,32.0,21,2022,32.0,21.0,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,"6. Suelo, infiltración",03 Terreno,No,,,ND,"6. Suelo, infiltración","Destino del efluente: Zanjas de Riego
.",ANEAS(2022),2022,20230417,,No,Sí,,Mexico,Rayón
MEX-0496,Zacualpan,México,"Compostela, Nayarit",771 Cuencas Vertiente Pacífico de México y América Central,2251,ND,ND,ND,,01 Microplanta o sin dato,21.243565,-105.178065,ND,ND,32.0,32.0,21,2022,32.0,21.0,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,5. Ríos,01 Río o corriente,No,,,ND,5. Ríos,Destino del efluente: Arroyo sin nombre.,ANEAS(2022),2022,20230417,,Sí,Sí,,Nayarit,Compostela
MEX-0516,Las Delicias,México,"Tijuana, Baja California",774 Cuencas de California y Baja California,3278,ND,2010,Organismo Operador,,01 Microplanta o sin dato,32.410655,-116.935722,ND,ND,30.0,30.0,21,2022,30.0,21.0,10 Reactor biológico,10.b Reactor biológico de membrana (RBM/MBR),,Lodos Activados - MBR,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,Destino del efluente: Arroyo sin nombre.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Baja California,Tijuana
MEX-0323,Héroes de Querétaro (Fraccionamiento),México,"El Marqués, Querétaro",771 Cuencas Vertiente Pacífico de México y América Central,S/N,44376,2013,Organismo Operador Cea Qro,,02 Mediana,20.63037,-100.286166,ND,ND,74.0,74.0,20.9,2022,74.0,20.9,01 Lodos activados,01 Lodos activados,,Lodos Activados - Convencional,01 En operación,5. Ríos,01 Río o corriente,No,Relleno Sanitario,ND,ND,5. Ríos,Destino del efluente: Río Querétaro.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Queretaro,El Marqués
MEX-0393,Fraccionamiento La Natura,México,"Aguascalientes, Aguascalientes",771 Cuencas Vertiente Pacífico de México y América Central,2785,ND,ND,ND,,02 Mediana,21.938226,-102.250246,ND,ND,50.0,50.0,20.76,2022,50.0,20.76,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,Destino del efluente: Arroyo La Hacienda.,ANEAS(2022),2022,20230417,,Sí,Sí,NA ,Aguascalientes,Aguascalientes
MEX-0591,Alamos,México,"Alamos, Sonora",771 Cuencas Vertiente Pacífico de México y América Central,3556,ND,ND,ND,,01 Microplanta o sin dato,27.00885,-108.9150333,ND,ND,22.0,22.0,20.34683506,2022,22.0,20.34683506,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,5. Ríos,01 Río o corriente,No,,,ND,5. Ríos,Destino del efluente: Arroyo La Aduana.,ANEAS(2022),2022,20230417,,Sí,Sí,NA ,Sonora,Alamos
MEX-0225,Quma (Paseos de la Pradera),México,"Atotonilco de Tula, Hidalgo",753 Golfo de México y vertiente Atlántico de América C.,3912,ND,2013,ND,,03 Grande,19.8925,-99.239167,19.93041,-99.2299,120.0,120.0,20,2022,120.0,20.0,01 Lodos activados,01.a Lodos activados aireación extendida,,Lodos Activados - Aireación Extendida,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,Destino del efluente: Canal Tlamaco Juandho.,ANEAS(2022),2022,20230417,,Sí,Sí,NA ,Hidalgo,Atotonilco de Tula
MEX-0251,Haciendas de Tizayuca,México,"Tizayuca, Hidalgo",753 Golfo de México y vertiente Atlántico de América C.,2821,ND,2011,ND,,03 Grande,19.8724,-98.971557,ND,ND,110.0,110.0,20,2022,110.0,20.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,"6. Suelo, infiltración",03 Terreno,ND,ND,ND,ND,"6. Suelo, infiltración",Destino del efluente: Suelo Agrícola.,ANEAS(2022),2022,20230417,,Sí,Sí,NA ,Hidalgo,Tizayuca
MEX-0296,PTAR de Macuspana,México,"Macuspana, Tabasco",753 Golfo de México y vertiente Atlántico de América C.,826,ND,ND,ND,,02 Mediana,17.751828,-92.581437,ND,ND,80.0,80.0,20,2022,80.0,20.0,03 Humedales,03 Humedales,,Humedal - Laguna con humedal,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,Destino del efluente: ARROYO GUAPINOL.,ANEAS(2022),2022,20230417,,Sí,Sí,NA ,Tabasco,Macuspana
MEX-0379,Nuevo Veracruz,México,"Veracruz, Veracruz De Ignacio De La Llave",753 Golfo de México y vertiente Atlántico de América C.,4130,ND,ND,ND,,02 Mediana,19.1859778,-96.19888889,ND,ND,58.0,58.0,20,2022,58.0,20.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,4. Embalses,02 Cuerpo de agua,ND,ND,ND,ND,4. Embalses,Destino del efluente: Lago o laguna??.,ANEAS(2022),2022,20230417,,Sí,Sí,NA ,Veracruz De Ignacio De La Llave,Veracruz
MEX-0392,Granjas,México,"Naucalpan de Juárez, México",753 Golfo de México y vertiente Atlántico de América C.,4165,44893,ND,ND,,02 Mediana,19.45777778,-99.31444444,ND,ND,50.0,50.0,20,2022,50.0,20.0,01 Lodos activados,01 Lodos activados,,Lodos Activados - ,01 En operación,5. Ríos,01 Río o corriente,ND,ND,ND,ND,5. Ríos,Destino del efluente: Canal-Granjas.,ANEAS(2022),2022,20230417,,Sí,Sí,NA ,Mexico,Naucalpan de Juárez
MEX-0427,Luvianos,México,"Luvianos, México",771 Cuencas Vertiente Pacífico de México y América Central,2527,ND,ND,ND,,01 Microplanta o sin dato,18.93449,-100.29363,ND,ND,48.0,48.0,20,2022,48.0,20.0,02 Lagunas,02 Lagunas,,Lagunas - ,01 En operación,5. Ríos,01 Río o corriente,No,,,ND,5. Ríos,Destino del efluente: Canal sin nombre.,ANEAS(2022),2022,20230417,,Sí,Sí,NA ,Mexico,Luvianos
MEX-0434,Ascensión,México,"Ascensión, Chihuahua",752 Río Bravo y cuencas centrales del norte de México,3037,ND,ND,ND,,01 Microplanta o sin dato,31.115275,-107.95853,ND,ND,45.9,45.9,20,2022,45.9,20.0,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,5. Ríos,01 Río o corriente,No,,,ND,5. Ríos,Destino del efluente: ACEQUIA LOCAL .,ANEAS(2022),2022,20230417,,Sí,Sí,NA ,Chihuahua,Ascensión
MEX-0457,Ayutla de los Libres,México,"Ayutla de los Libres, Guerrero",771 Cuencas Vertiente Pacífico de México y América Central,1235,ND,2008,Organismo Operador,,01 Microplanta o sin dato,16.9468,-99.1102,ND,ND,40.0,40.0,20,2022,40.0,20.0,02 Lagunas,02 Lagunas,,Lagunas - Lagunas de Estabilización,01 En operación,5. Ríos,01 Río o corriente,No,ND,ND,ND,5. Ríos,Destino del efluente: Río Nexpa.,ANEAS(2022),2022,20230417,,Sí,Sí,Publico,Guerrero,Ayutla de los Libres
